case_id,gt_id,scene,sar_frame,pool_type,gt_quality_label,gt_scale_valid,dominant_shell_pattern,shell_parts_used,n_atoms,n_vehicle_parts,n_shell_parts,shell_long_axis_span,shell_short_axis_span,shell_to_gt_width_ratio,shell_to_gt_height_ratio,shell_to_gt_area_ratio,gt_scale_compatible,baby_car_risk,shell_physical_interpretation,vehicle_shell_supported,manual_review_needed,posthoc_only,notes
GTREF_PAIRED_GM_RM017_s394_300,300,GM_RM017,394,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,170.002,19.912,1.0633,0.2711,0.1247,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s394_301,301,GM_RM017,394,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,139.815,20.27,0.8535,0.2551,0.1281,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM017_s394_302,302,GM_RM017,394,sar_only,review_multi_structure,yes,strip_plus_endpoint,body_block_or_part,7,1,0,63.3,34.527,0.4468,0.4574,0.0935,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s429_303,303,GM_RM017,429,paired_215,review_too_large,no,bilateral_edges,body_block_or_part;side_ridge_or_strip,6,2,0,79.778,31.342,0.4027,0.3644,0.1055,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM017_s429_304,304,GM_RM017,429,sar_only,review_multi_structure,yes,strip_plus_endpoint,body_block_or_part,7,1,0,70.639,41.934,0.4146,0.5286,0.0773,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s438_305,305,GM_RM017,438,paired_215,good,yes,bilateral_edges,SHELL_0308,6,2,1,60.251,29.829,0.335,0.3758,0.1072,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM017_s438_306,306,GM_RM017,438,sar_only,review_too_large,no,weak_boundary_shell,body_block_or_part,7,1,0,59.826,30.278,0.3116,0.3682,0.049,uncertain,no,weak but structured boundary; manual review should check shell continuity.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s442_307,307,GM_RM017,442,paired_215,review_multi_structure,yes,strip_plus_endpoint,body_block_or_part,7,1,0,69.817,32.953,0.4327,0.4105,0.0649,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM017_s446_308,308,GM_RM017,446,dropout_special,review_multi_structure,no,strip_plus_endpoint,body_block_or_part,7,1,0,56.341,31.033,0.3115,0.4031,0.0582,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM019_s0_309,309,GM_RM019,0,paired_215,review_low_energy,yes,strip_plus_endpoint,SHELL_0312,6,2,1,70.821,18.848,0.4857,0.2922,0.1277,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM019_s0_310,310,GM_RM019,0,sar_only,good,yes,strip_plus_endpoint,side_ridge_or_strip,2,1,0,89.352,27.269,0.6699,0.3553,0.1494,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM019_s4_311,311,GM_RM019,4,paired_215,review_low_energy,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,65.219,18.903,0.4366,0.2907,0.0643,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM019_s4_312,312,GM_RM019,4,sar_only,good,yes,enclosed_shell,SHELL_0315,5,3,1,61.36,19.207,0.4252,0.2753,0.1367,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM019_s8_313,313,GM_RM019,8,dropout_special,good,no,enclosed_shell,SHELL_0316,5,3,1,57.886,21.047,0.4125,0.3026,0.1396,uncertain,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM019_s8_314,314,GM_RM019,8,paired_215,review_multi_structure,yes,strip_plus_endpoint,body_block_or_part,7,1,0,63.709,25.753,0.4357,0.3644,0.0841,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM019_s27_315,315,GM_RM019,27,paired_215,review_low_energy,yes,enclosed_shell,SHELL_0318,5,3,1,51.286,24.381,0.2858,0.3224,0.1125,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM019_s27_316,316,GM_RM019,27,paired_215,review_extreme_aspect,no,strip_plus_endpoint,SHELL_0319,6,2,1,93.185,29.337,0.5112,0.4069,0.1476,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM019_s31_317,317,GM_RM019,31,paired_215,good,yes,strip_plus_endpoint,SHELL_0320,6,2,1,54.389,23.929,0.3318,0.3486,0.1324,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM019_s31_318,318,GM_RM019,31,sar_only,review_low_energy,yes,enclosed_shell,SHELL_0321,5,3,1,39.381,18.997,0.2678,0.2564,0.1114,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM019_s77_319,319,GM_RM019,77,paired_215,good,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,45.894,27.847,0.2711,0.3758,0.1005,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM019_s81_320,320,GM_RM019,81,paired_215,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,61.755,35.282,0.4048,0.4802,0.1263,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM019_s88_321,321,GM_RM019,88,dropout_special,good,no,bilateral_edges,body_block_or_part;body_block_or_part,5,2,0,63.798,32.065,0.4324,0.4112,0.1434,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM019_s202_322,322,GM_RM019,202,dropout_special,good,no,strip_plus_endpoint,body_block_or_part,7,1,0,66.517,31.897,0.4408,0.4578,0.13,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM019_s212_323,323,GM_RM019,212,paired_215,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,66.986,38.05,0.4237,0.4626,0.1272,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM019_s238_324,324,GM_RM019,238,paired_215,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,45.165,31.043,0.327,0.4312,0.0706,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM019_s269_325,325,GM_RM019,269,paired_215,review_multi_structure,yes,enclosed_shell,SHELL_0328,5,3,1,62.635,21.133,0.4241,0.302,0.1323,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM019_s273_326,326,GM_RM019,273,paired_215,review_low_energy,yes,enclosed_shell,SHELL_0329,5,3,1,55.39,19.166,0.3753,0.2761,0.1304,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM019_s288_327,327,GM_RM019,288,paired_215,review_low_energy,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,50.995,20.641,0.3458,0.2867,0.0881,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM019_s290_328,328,GM_RM019,290,paired_215,review_low_energy,yes,enclosed_shell,SHELL_0331,4,4,1,55.27,22.764,0.3743,0.3013,0.1394,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM019_s306_329,329,GM_RM019,306,dropout_special,good,no,block_shell,C001,0,0,1,78.539,33.195,0.5868,0.4787,0.1656,uncertain,no,block-like body response needs edge or endpoint relation before shell claim.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM019_s315_330,330,GM_RM019,315,paired_215,good,yes,strip_plus_endpoint,body_block_or_part,2,1,0,73.981,31.32,0.5123,0.4198,0.1396,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM019_s317_331,331,GM_RM019,317,paired_215,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,65.188,27.684,0.4512,0.3714,0.1098,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM019_s350_332,332,GM_RM019,350,dropout_special,review_multi_structure,no,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,50.257,24.646,0.3439,0.3567,0.1157,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM019_s354_333,333,GM_RM019,354,dropout_special,review_multi_structure,no,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,58.278,27.652,0.4133,0.35,0.106,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s250_frameadd_gm_rm011_000120_000250_01,frameadd_gm_rm011_000120_000250_01,GM_RM011,250,gm011_waiting_object_stream,review_too_large,no,bilateral_edges,SHELL_0337,6,2,1,104.027,25.782,1.2804,0.1264,0.1259,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s250_frameadd_gm_rm011_000120_000250_02,frameadd_gm_rm011_000120_000250_02,GM_RM011,250,gm011_waiting_object_stream,review_too_large,no,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,51.654,38.11,0.6266,0.201,0.0756,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s250_frameadd_gm_rm011_000120_000250_03,frameadd_gm_rm011_000120_000250_03,GM_RM011,250,gm011_waiting_object_stream,review_too_large,no,enclosed_shell,SHELL_0339,5,3,1,71.454,23.398,0.8669,0.1159,0.1231,uncertain,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s251_frameadd_gm_rm011_000120_000251_01,frameadd_gm_rm011_000120_000251_01,GM_RM011,251,gm011_waiting_object_stream,review_too_large,no,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,54.395,36.321,0.6285,0.1919,0.0748,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s251_frameadd_gm_rm011_000120_000251_02,frameadd_gm_rm011_000120_000251_02,GM_RM011,251,gm011_waiting_object_stream,review_too_large,no,bilateral_edges,SHELL_0341,6,2,1,114.273,24.124,1.307,0.1212,0.1203,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s251_frameadd_gm_rm011_000120_000251_03,frameadd_gm_rm011_000120_000251_03,GM_RM011,251,gm011_waiting_object_stream,review_too_large,no,bilateral_edges,side_ridge_or_strip;body_block_or_part,6,2,0,78.92,24.036,0.9473,0.1233,0.0879,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s252_frameadd_gm_rm011_000121_000252_01,frameadd_gm_rm011_000121_000252_01,GM_RM011,252,gm011_waiting_object_stream,review_too_large,no,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,47.002,41.014,0.5184,0.213,0.076,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
